cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_long_only,param_long_window,param_short_window,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
1.6712520680924494,0.5472499927626959,1.5905822502565699,1.9877644909275234,2.253438102107064,1.3909504093556584,0.5415810703019892,6.764937898670861,-0.2567981361836797,148.4,0.24306869311875054,0.10134828921875065,1.3990109326640954,0.49351105978604537,True,30.0,5.0,0.049135321036639895,0.14905645347656213,0.0
