cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_data_lookback,param_long_only,param_overbought_threshold,param_oversold_threshold,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct,param_wr_period
0.6628776310554978,0.30359386872966115,1.4544990394997752,2.015304462800028,2.2526425996468844,1.2991372074436254,0.5412192579247559,4.976801963363422,-0.18182677585653356,119.8,0.195533896022147,0.0661542121584268,1.3495271107221507,0.4957498231334096,475.0,True,-17.05418501914682,-78.94130517439866,0.07977048784139437,0.10733674771409797,0.07295336157728745,24.0
