cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_kst_weights,param_long_only,param_risk_params,param_roc_periods,param_signal_period,param_sma_periods
1.2578282011773532,0.5410271683741876,2.0993297295955546,2.6092971062518555,2.6243186341415092,1.4646500690272648,0.5957742668836468,5.950338922059388,-0.2072630541457235,124.0,0.20212918987119285,0.06682697317369544,1.5915366570577967,0.5001675977636586,"4, 3, 2, 1",True,,"10, 15, 20, 30",5.0,"5, 5, 5, 10"
