cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_adx_lookback,param_adx_threshold,param_long_only,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
1.0505512615698538,0.41306616740685165,1.3794529058093523,1.9454355366931673,1.9036809885303032,1.3248158221961939,0.48556698136548543,4.799683880552829,-0.23676409684777902,191.6,0.2500436014261839,0.09877345065046543,1.253430234236726,0.4802044021460333,10.0,28.0,True,0.04158849791607633,0.08166810447665743,0.05757078800292319
