cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_aroon_down_threshold,param_aroon_up_threshold,param_long_only,param_lookback,param_signal_smoothing,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
0.9744088993481717,0.39765629648682205,2.110771271931908,2.2475917855966236,2.722904852745045,1.4977497591081466,0.5582095275495927,6.637631095278429,-0.15486547749418708,123.6,0.15584487174630102,0.04378627929243919,1.5401587069822902,0.4904960971974721,37.0,71.0,True,48.0,5.0,0.0507329901484215,0.06371343216338214,0.0
