trial,d_period,k_period,long_only,overbought,oversold,stop_loss_pct,take_profit_pct,trailing_stop_pct,portfolio_cumulative_return,portfolio_annualized_return,portfolio_sharpe_ratio,portfolio_sortino_ratio,portfolio_calmar_ratio,portfolio_omega_ratio,portfolio_win_rate,portfolio_recovery_factor,portfolio_max_drawdown,portfolio_drawdown_duration,portfolio_annualized_volatility,portfolio_ulcer_index,portfolio_harmonic_mean,portfolio_signal_accuracy,objective_score,risk_penalty,loss
36,4.0,11.0,True,79.0,28.0,0.038313910023385266,0.045552432047630834,0.06882506790967713,0.8844437402158146,0.3888892858266695,1.541155855137097,2.0169392210776125,2.3207069537433833,1.354437369652106,0.4532862747298754,5.343077089240161,-0.21228198863944714,114.8,0.2357366104778349,0.0688470026527206,1.2746563802824498,0.5184643701307547,1.1762436818697513,0.0984126984126984,-1.1762436818697513
37,4.0,11.0,True,78.0,30.0,0.02373348838907653,0.049930321298744515,0.06921119402509422,1.003276940249537,0.43032598272872935,1.6104173741379024,2.317648982828941,2.5543974977965243,1.3907716336529639,0.45493804410113875,5.964748622386752,-0.1815707050167572,116.6,0.24088075286470167,0.058398387086156675,1.3248867446819907,0.5146553341490233,1.2193311891264351,0.10555555555555553,-1.2193311891264351
38,4.0,18.0,True,75.0,29.0,0.022968233292254562,0.055096608519163245,0.07851562193288467,0.9654467116749388,0.41962929063311716,1.5892593184210722,2.171072601417014,2.4930629516966087,1.376370688158017,0.4431456723262114,5.834477419830982,-0.2088878838309296,125.2,0.23187437285443663,0.06175183882167647,1.291579025728907,0.5137694614651902,1.1518964860463674,0.13968253968253969,-1.1518964860463674
39,4.0,13.0,True,78.0,27.0,0.017121726968432525,0.025052258853567422,0.06990386514862443,0.6523508458364008,0.2921607415412538,1.1994617177895968,1.5897283851010695,1.8314853151416908,1.2630507103564026,0.4459933055575793,4.18855042846968,-0.23475162896451357,165.2,0.22989477317889553,0.08894888531953735,1.1360588460737484,0.5145721720366011,0.8376461476610501,0.29841269841269835,-0.8376461476610501
40,3.0,8.0,True,76.0,25.0,0.022013231566904382,0.043571825000149854,0.07148181642287155,1.087138992429025,0.45882593162981083,1.6083099834009613,2.389231738358219,2.2369803967278283,1.3795354884253936,0.49245642507930887,5.33916971628967,-0.24168767644667738,153.4,0.2525897329460676,0.08520462454535269,1.3543529855897818,0.5024654010160521,1.1027656840024802,0.25158730158730164,-1.1027656840024802
41,5.0,11.0,True,70.0,30.0,0.02914571030915884,0.06200951157538167,0.0665472759373195,0.8031216412650999,0.3594467814099922,1.4318213916617928,1.9591550799663093,1.9176013168038022,1.311774999979696,0.46800005260361627,4.25588900351078,-0.18779414820240828,140.4,0.23343085621670712,0.06842011927712004,1.2334597246450942,0.5057847272239632,1.0334597246450943,0.2,-1.0334597246450943
42,5.0,16.0,True,80.0,28.0,0.03661700106240336,0.0529004269235221,0.07586530344557384,0.7025739938736996,0.31628257489103306,1.263416134619697,1.7177400762940593,1.700467892838347,1.3017508872507277,0.40426733186211317,3.8010734177522174,-0.2262198299121289,172.0,0.2352349661899531,0.08423953580203254,1.097568545421205,0.5030449214396546,0.7721717200243796,0.3253968253968254,-0.7721717200243796
43,4.0,20.0,True,71.0,29.0,0.04370067526778626,0.031166278589837417,0.06433652037449673,1.1192241649931607,0.4894172913978284,1.7994941808929092,2.5377059148383116,2.861197602100229,1.4281670903499726,0.4589631348402404,6.576581065830874,-0.20316441421395606,123.6,0.23394252648910613,0.06103174562567515,1.3855694519687352,0.5156357166719117,1.2522361186354019,0.1333333333333333,-1.2522361186354019
44,3.0,20.0,True,71.0,29.0,0.04647875800395075,0.03100365307155704,0.06332120129657304,1.193136380452216,0.50500423807646,1.7473609040023965,2.4174212311019447,2.758021678189239,1.4222901111509125,0.4630283465752731,6.482479275228987,-0.1980427374377491,132.8,0.23905024241520784,0.06458827951802093,1.374386978752033,0.5067516855652741,1.2045457089107632,0.16984126984126988,-1.2045457089107632
45,6.0,18.0,True,72.0,24.0,0.032077602213643225,0.030013215818590316,0.06553606413174237,0.8301924478630104,0.3628367922398882,1.3048695444193004,1.7964410131058208,1.5747960699482033,1.3170068996136748,0.405463974103297,3.5917648927411654,-0.26298693427380976,205.0,0.2416911128001416,0.09405369447603104,1.0984903402510744,0.509141435698532,0.6421411339018681,0.45634920634920634,-0.6421411339018681
46,4.0,21.0,True,74.0,21.0,0.04409821129413987,0.025325905825046978,0.06169922668558293,0.7428857899353719,0.32549899179182573,1.178633364319797,1.4104579855353572,1.2657490582989692,1.290000831193572,0.4225080741206524,2.8295812675468377,-0.2458889320983113,242.8,0.239227234138185,0.08946400344013201,1.0268878602918055,0.5170697240478016,0.42053865394259904,0.6063492063492064,-0.42053865394259904
47,5.0,16.0,True,81.0,26.0,0.06276093322421634,0.0391065577409667,0.056522639068145225,0.7225208894546983,0.32963924248168514,1.3000214792463896,1.7206531650345045,1.4707350988115773,1.3172814515958673,0.38402696831134825,3.2313618517420784,-0.2585594891023103,170.6,0.2451960240583677,0.09741285179434103,1.052093562514998,0.5034004114371294,0.7322522926737283,0.3198412698412698,-0.7322522926737283
48,3.0,15.0,True,76.0,25.0,0.05255071296692196,0.05851427986939145,0.0616604337768158,0.8722753910000499,0.3823383800567809,1.4954003058867866,2.126400290966592,2.156888214732754,1.3354549657258423,0.4544368526323904,4.953053810053047,-0.200290662262035,157.6,0.23001760597557216,0.06787743615743345,1.2621332085374093,0.5102139112377067,0.9938792402834411,0.26825396825396824,-0.9938792402834411
49,4.0,17.0,True,72.0,27.0,0.07034443749043164,0.033648573072730205,0.07743247515668518,1.003254404825342,0.426864262202262,1.555709177429545,2.123840004708432,2.614261119640409,1.3652004795777841,0.4443419437689341,6.259965439404913,-0.2018118802106522,128.6,0.23064632698713186,0.059386441897215224,1.2934062689026462,0.5162075725980655,1.1402316657280431,0.15317460317460316,-1.1402316657280431
