trial,cci_lower_band,cci_period,cci_upper_band,long_only,stop_loss_pct,take_profit_pct,trailing_stop_pct,portfolio_cumulative_return,portfolio_annualized_return,portfolio_sharpe_ratio,portfolio_sortino_ratio,portfolio_calmar_ratio,portfolio_omega_ratio,portfolio_win_rate,portfolio_recovery_factor,portfolio_max_drawdown,portfolio_drawdown_duration,portfolio_annualized_volatility,portfolio_ulcer_index,portfolio_harmonic_mean,portfolio_signal_accuracy,objective_score,risk_penalty,loss
38,-105.0,23.0,185.0,True,0.02908227668983509,0.06388354842591329,0.0,0.46009587873048013,0.2075396185061073,1.00555336234223,1.454475952624459,1.0202322769402354,1.2131469549018803,0.4942404992842163,2.298584857692747,-0.25214308068230257,208.0,0.21588739166489052,0.09642843750048426,1.0092789218405633,0.48994115671187116,0.5410249535865951,0.46825396825396826,-0.5410249535865951
39,-115.0,21.0,195.0,False,0.010013302636247223,0.14255406587109248,0.0,0.2918470752147236,0.13723432667218755,0.8812960075507063,1.2734104060853557,1.1773277461434613,1.1818966866661473,0.5048113611023247,2.505973275136874,-0.17232973433214122,171.6,0.15980645703251264,0.05441651946233256,1.0007591341220787,0.49525631555960625,0.676949610312555,0.32380952380952377,-0.676949610312555
40,-90.0,24.0,130.0,True,0.044309471185885144,0.12271595615090897,0.0,0.7854155750488342,0.34360298407723067,1.5516846564355222,2.270597848245413,1.6705878004795829,1.337608260927092,0.5169644672193751,3.8135197532183702,-0.21158420652847498,141.6,0.2058924766962939,0.06961727134177892,1.296551017906051,0.4962118167684392,1.0917891131441464,0.20476190476190473,-1.0917891131441464
41,-80.0,17.0,145.0,True,0.0578514536830288,0.1126022354272733,0.0,0.5209811630663284,0.23154876070205627,1.1636047769507474,1.5936208922202904,1.1900988450173045,1.2431161440018552,0.53923006706036,2.6907112888819626,-0.23397068832513152,219.0,0.19188074111634587,0.09070274703751087,1.1198748615212963,0.4888796531009144,0.6079700996165345,0.5119047619047619,-0.6079700996165345
42,-105.0,22.0,165.0,False,0.022256448304545734,0.13169333894518367,0.0,0.24954608155461386,0.11633839874067879,0.8139000012050118,1.2501509096087398,1.17229655141941,1.1693362862404775,0.48666320673533736,2.5194333020320205,-0.1439368291584237,181.0,0.14872254440359645,0.049867908766918954,0.9695415544881887,0.4964383792118478,0.6084304433770775,0.3611111111111111,-0.6084304433770775
43,-160.0,26.0,155.0,True,0.026847606112229035,0.06899814968789823,0.0,0.3088677059138397,0.1470764221515933,0.7126152182806822,0.9537073497511525,0.5641571099036777,1.1551129320397653,0.421285569208972,1.1806751957841453,-0.27289860464076565,199.4,0.22649507194017068,0.11118206360625524,0.7219562046059557,0.4919001681181377,0.2878292204789715,0.43412698412698414,-0.2878292204789715
44,-90.0,14.0,175.0,True,0.03242299785130291,0.0993813026105282,0.0,0.5596720878858799,0.24164238339292293,1.1677916182055301,1.6519927541494024,1.316344794345112,1.249457174199265,0.5351543643967999,3.081216470573641,-0.24402519822394214,181.2,0.19647713518383458,0.08360157708135281,1.1505625156239434,0.48983772808905124,0.7886577537191816,0.36190476190476184,-0.7886577537191816
45,-140.0,11.0,190.0,False,0.015366921295133975,0.08947980107369838,0.04019008598490148,0.18372998807185392,0.08040900903074226,0.6424957390505581,1.0631569955021374,0.9270994040638264,1.128559916456966,0.505710898374647,2.0259481901391023,-0.1926142985729938,250.8,0.15836089653642887,0.10361816958329599,0.8654569560632587,0.5032685113901243,0.22736171796802052,0.6380952380952382,-0.22736171796802052
46,-105.0,18.0,140.0,True,0.06403627014043872,0.1335451421411354,0.0,0.46241533565207593,0.20497677291245053,0.9608516672903396,1.3674042140835454,0.9520971914058393,1.2106087570005204,0.5063692680419095,2.1679862814711495,-0.27735702023135156,171.0,0.2094869832884191,0.10218363457633502,0.9861121590709989,0.488848031787165,0.6646835876424275,0.32142857142857145,-0.6646835876424275
47,-125.0,24.0,200.0,True,0.056261586147476304,0.120980241896039,0.05297383177896617,0.3069768029002595,0.1424339446585248,0.7438594539594058,1.0654055027311187,0.7627229222893382,1.155259527068812,0.45539822209938474,1.6561812573521197,-0.25051390136845175,220.2,0.22113647582386883,0.10147706316294713,0.826522878980941,0.4876453930476434,0.3098562123142744,0.5166666666666666,-0.3098562123142744
48,-120.0,20.0,155.0,False,0.04935731787487194,0.04394811024515099,0.0,0.13953182072333445,0.06331484519491211,0.5433928642046638,0.8973783998995193,0.7904729038406557,1.1076541542619065,0.4745905232276904,1.6798275969516325,-0.14854737320456277,228.0,0.14998300468043185,0.0690077388900683,0.7667830195354793,0.49479697189479693,0.21916397191643167,0.5476190476190477,-0.21916397191643167
49,-95.0,18.0,125.0,True,0.03693557541833442,0.12827378916734403,0.052218668421139335,0.4780168518458181,0.20678520585474294,1.0246394454813348,1.4794331363329014,1.119530912464261,1.222988745103505,0.5157337697565527,2.6365652446865817,-0.2602997428499754,178.0,0.20254613121866588,0.0961234330220336,1.0561420191145197,0.48790943969895945,0.7069356699081705,0.3492063492063492,-0.7069356699081705
