cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_fast,param_long_only,param_slow,param_smooth,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
0.7524172012171505,0.3256529509960139,2.0522687257389967,2.808097442958966,3.1736161879285545,1.4821631473071353,0.5660706683050993,7.220752124836778,-0.11223880465841836,95.8,0.1373280682310467,0.027884667548034807,1.6050420749471166,0.4940872734005568,11.0,False,28.0,6.0,0.019152543524726118,0.14984644964019705,0.05420599799478848
