cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_af_step,param_atr_period,param_atr_threshold,param_initial_af,param_long_only,param_max_af,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct,param_use_atr_filter
0.6928175795718838,0.30593278616329167,2.1855697428904746,3.246974597216306,3.482881210952745,1.5046001383815433,0.5609003396528778,7.890984337638177,-0.1101679554201838,86.6,0.1267843714418595,0.03251958470348126,1.6543293062840165,0.4970139170815188,0.04939908836412562,20.0,1.2788207381211367,0.03626592284214587,False,0.18343253763707473,0.045123075837054875,0.13498549263898701,0.0,False
