cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_dir_require_prior_trend,param_long_only,param_method,param_normalize_strength,param_roc1_months,param_roc2_months,param_stop_loss_pct,param_strength_window,param_sustain_days,param_take_profit_pct,param_trailing_stop_pct,param_trend_strength_threshold,param_wma_lookback,param_zc_require_prior_state,param_zc_sustain_days
0.4757739035842851,0.4478086862161092,2.3388004324243483,2.8391986026580565,4.845567547964151,1.4935925912150645,0.6171861495748032,5.15075335568598,-0.10204530300539986,60.4,0.1600260973709701,0.03474756397731008,1.7290640045556065,0.49241905535061037,False,True,directional,False,7.0,2.0,0.055621769860735554,315.0,2.0,0.14107876148550536,0.03862628517761828,0.370975417508257,4.0,False,5.0
