trial,long_only,overbought,oversold,rsi_period,stop_loss_pct,take_profit_pct,trailing_stop_pct,portfolio_cumulative_return,portfolio_annualized_return,portfolio_sharpe_ratio,portfolio_sortino_ratio,portfolio_calmar_ratio,portfolio_omega_ratio,portfolio_win_rate,portfolio_recovery_factor,portfolio_max_drawdown,portfolio_drawdown_duration,portfolio_annualized_volatility,portfolio_ulcer_index,portfolio_harmonic_mean,portfolio_signal_accuracy,objective_score,risk_penalty,loss
28,True,66.12117002059318,26.041748714703928,18.0,0.07555616220060156,0.07924026285510832,0.0,4.117109169845568,0.5391098144196184,1.5757031498269631,1.8085961726368813,2.130821016561234,1.6780618028498353,0.17754309548384473,14.101180728416294,-0.2576357793238546,199.33333333333334,0.2552546151659053,0.06548615916075505,0.7541353038274006,0.49768737119003115,0.3202728699649667,0.4338624338624339,-0.3202728699649667
29,True,71.79106510331079,27.045464916789722,15.0,0.06879375386288555,0.10044512230759241,0.0,4.373199499419555,0.6249264651839698,1.7273274536887495,2.203957463839746,1.9640664567244828,1.602809373886622,0.2691656501367034,13.603542681989031,-0.32620773045560253,174.0,0.2907325526403825,0.08908323072066848,1.0076573365476067,0.510446535622024,0.6219085423030684,0.3857487942445384,-0.6219085423030684
30,True,73.24516934675398,29.262282328988693,12.0,0.059134009435837895,0.13980655217277818,0.0,3.3029951289454904,0.4890258801549208,1.4782336040770578,2.0282887869980524,1.2643131326331607,1.3885778220809986,0.3992727203741157,7.964993912280245,-0.37002223472594986,239.33333333333334,0.2664217067336812,0.11492598386795677,1.12979089616246,0.5137217565005505,0.3971538341179677,0.7326370620444924,-0.3971538341179677
31,True,70.15513706613848,25.94738059404136,13.0,0.029888733087900177,0.11263008788740689,0.0,4.374184666384607,0.6148695052896459,1.7106241430344313,2.2190157425236787,2.0392862262755114,1.559390273580245,0.29431313123313285,13.865786479288303,-0.31342304218826866,100.66666666666667,0.2855816857399079,0.07761348907400094,1.0644454660584743,0.5118301378632769,0.9952713393538947,0.0691741267045797,-0.9952713393538947
32,True,72.41122519924649,25.454084525878457,10.0,0.044300593381116325,0.14081256973926123,0.0,3.968429462821622,0.5670700294535483,1.690431044066577,2.4174880542595427,2.1205858384131737,1.472833688077596,0.37853979034767704,13.660558646976781,-0.25302719155684916,110.0,0.2666821693659625,0.06945116350070683,1.2318602549657773,0.5130815123638809,1.152495175600698,0.07936507936507936,-1.152495175600698
33,True,74.64709962864546,28.082367954596403,15.0,0.043334785262182006,0.13924352864692763,0.0,6.834483446353104,0.7774024186954341,1.8765795089265165,2.674763241467536,2.4928716158518367,1.658839634162712,0.30403965035488634,21.533846662877167,-0.32065417304489985,209.0,0.2991778990972432,0.07900576557360119,1.1436833519505996,0.5156666727732356,0.6301527836385776,0.5135305683120219,-0.6301527836385776
34,False,72.6538323990081,29.372207221487898,17.0,0.028011705304630465,0.14340726141619972,0.0,2.448578023991105,0.3283507743476643,0.8727954269772663,1.1326586165442671,1.0506035487346008,1.2172579092208096,0.49217098509340595,7.398578986809675,-0.38755521367359796,352.3333333333333,0.29311830158099844,0.1761422052622498,1.0052018984367033,0.5046373519161568,-0.21091381991578362,1.2161157183524869,0.21091381991578362
35,True,74.26468482800394,30.299819403447238,11.0,0.049523382015182665,0.12381432455264134,0.0,2.1348280798628765,0.3848040296741169,1.3040488959781713,1.8258020381775353,1.1337948192753093,1.3114832615266858,0.42805710912677636,6.0030612498255564,-0.3319405890856297,292.6666666666667,0.25718940459622375,0.10991515902477562,1.0985480532423255,0.5075796291950214,0.23043407083826184,0.8681139824040637,-0.23043407083826184
36,True,73.93741187566792,27.165355471137424,12.0,0.04053731565358002,0.13475948122773557,0.0,4.594383873130783,0.6172900657879875,1.677285540694515,2.4700829172058847,1.8522713249616964,1.512027652950918,0.3457938486322067,12.967286465668645,-0.3151664604231305,113.0,0.2865862943371897,0.0799826533330001,1.1602496231732404,0.5167931006484091,1.0386468610571382,0.12160276211610231,-1.0386468610571382
37,False,73.26591891729271,26.090981134368768,18.0,0.03425241392623946,0.11167800283550804,0.0,4.1828638659799395,0.3682945663080792,0.7759601572846568,0.9528460381566569,1.0227011034746785,1.216607376900553,0.44302766978267133,11.42857177634445,-0.42076138405216285,309.3333333333333,0.31562456407984835,0.1936993604935786,0.9255446426928331,0.5004675040772001,-0.18634849578186286,1.111893138474696,0.18634849578186286
