cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_long_only,param_lookback,param_signal_strength_window,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
0.29806111491542053,0.30537913907834785,1.697011479713245,2.0285378766721944,3.2171631989939984,1.375316384049208,0.5739992129703478,3.1351902103644873,-0.19384126110343258,90.8,0.18533772961896572,0.07581597135976251,1.4349611201310735,0.4795306068070312,True,16.0,20.0,0.06502976129112242,0.07152692063337346,0.0739941970555948
