cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_d_period,param_k_period,param_long_only,param_overbought,param_oversold,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
1.2642229232201472,0.5175360039140163,1.6655818625846333,2.5412464179399463,2.9713114516182855,1.442004630953853,0.46312465690824167,7.3650047499351725,-0.21216798694964512,106.4,0.26369287656304735,0.06366309833873009,1.3892257927702585,0.506279214138809,3.0,11.0,True,80.0,24.0,0.058473715739728135,0.049067578373034514,0.06888866137781012
