cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_atr_period,param_atr_threshold,param_entry_lookback,param_exit_lookback,param_long_only,param_lookback_period,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct,param_use_atr_filter
4.677189870918367,1.4909530584556558,3.0845685005798815,4.916500292009174,10.550053637587933,1.8022579832972283,0.5718886732746338,33.221701410898945,-0.14657058266990655,71.4,0.27008411085967765,0.046457589943688,2.0298181550748855,0.5044525268964168,11.0,1.1086374472140892,54.0,6.0,False,47.0,0.06406448789836275,0.06005806915802215,0.0,False
