cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_consecutive_period,param_di_lookback,param_long_only,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
0.5964669519875148,0.27499867574499093,1.695541392870961,2.8202078259567966,3.199130909423863,1.4028137220398147,0.5267728837278579,6.936124763052787,-0.11002672164089174,118.2,0.1548135199879908,0.030146894618187776,1.4953912487526995,0.49188758531926496,2.0,16.0,False,0.06800974130943867,0.0814864877200421,0.0
