cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_displacement,param_kijun_period,param_long_only,param_senkou_b_period,param_stop_loss_pct,param_take_profit_pct,param_tenkan_period,param_trailing_stop_pct,param_use_cloud_breakouts,param_use_price_cross,param_use_tk_cross
0.4152309473996706,0.2221761209597624,1.9776384630634527,3.06719730364694,3.7592968007639294,1.4706532037730011,0.5547606722305526,6.998762115765582,-0.07307270609207647,87.8,0.10439245093067318,0.022587974504284285,1.6115503829477826,0.4944259579610238,32.0,20.0,False,54.0,0.0744390246501686,0.0676511266767309,12.0,0.0,True,True,True
