cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_long_only,param_overbought,param_oversold,param_rsi_period,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
3.968429462821622,0.5670700294535483,1.690431044066577,2.4174880542595427,2.1205858384131737,1.472833688077596,0.37853979034767704,13.660558646976781,-0.25302719155684916,110.0,0.2666821693659625,0.06945116350070683,1.2318602549657773,0.5130815123638809,True,72.41122519924649,25.454084525878457,10.0,0.044300593381116325,0.14081256973926123,0.0
