cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_long_only,param_long_period,param_short_period,param_signal_period,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
0.8418072399704979,0.36125492196036835,2.4337988048483568,3.597584253001518,4.696646584431609,1.6082498456782646,0.576178248003341,10.848705451415523,-0.08168537753567888,74.4,0.12634727060238019,0.021602515191746142,1.7903460934435156,0.49722362941006404,False,21.0,5.0,5.0,0.0854802063580317,0.10197121509227478,0.056403086011855584
