trial,long_only,long_period,short_period,stop_loss_pct,take_profit_pct,trailing_stop_pct,portfolio_cumulative_return,portfolio_annualized_return,portfolio_sharpe_ratio,portfolio_sortino_ratio,portfolio_calmar_ratio,portfolio_omega_ratio,portfolio_win_rate,portfolio_recovery_factor,portfolio_max_drawdown,portfolio_drawdown_duration,portfolio_annualized_volatility,portfolio_ulcer_index,portfolio_harmonic_mean,portfolio_signal_accuracy,objective_score,risk_penalty,loss
30,True,22.0,4.0,0.08824844542649199,0.07598847450953419,0.09992566546277137,1.5295005867340112,0.31396666254240563,1.3713226053207055,1.7718975252778353,1.1331517193735519,1.2950323649916025,0.5340710499570087,5.70956420223476,-0.3235099551555219,545.0,0.22018874096085736,0.15733090242858247,1.2010039599556734,0.487518797856526,-0.6515715059109259,1.8525754658665994,0.6515715059109259
31,True,32.0,6.0,0.09332705094979592,0.06676687742727457,0.06497469075806384,1.5285679711090279,0.32348563997546725,1.2354364758873297,1.7636846223855198,1.201040124867043,1.2720302414947569,0.5231237642480586,5.707026205600312,-0.30863527999132645,244.0,0.26647196925891575,0.13064994561856072,1.1806380242142591,0.49314196050188386,0.552256353120495,0.6283816710937641,-0.552256353120495
32,True,44.0,3.0,0.06253999103788555,0.05113872059236868,0.056882718423087515,0.7843873701399976,0.10638344855608506,0.8608776383344034,1.1672541331374493,0.7109325543503369,1.1778768817846406,0.5059104692438076,3.8791249631195153,-0.5172425905673573,465.6666666666667,0.3119149386849105,0.3562034684817674,0.9218955470781467,0.4841381480454974,-1.003330374797309,1.9252259218754557,1.003330374797309
33,True,38.0,5.0,0.07612156961359266,0.10675882049121659,0.05094302795085907,1.8221549093870204,0.3325898470639364,1.3016977970161132,1.88767856906939,1.964368320952783,1.293457168233284,0.5174007231670473,10.750189000119532,-0.31124331737935385,264.0,0.25024722117960146,0.11554979572698443,1.3026686382499504,0.49511258952269577,0.5897058130150522,0.7129628252348982,-0.5897058130150522
34,True,22.0,9.0,0.0627505367932006,0.06715296643454498,0.08548281182094208,0.489595837531749,0.13189541806239272,0.6871586983917509,0.8897807140141604,0.2945886998792224,1.1349579878624114,0.5136915873992615,1.091055544558552,-0.44416863566917303,548.3333333333334,0.22349531667116815,0.23119767794279208,0.6174090510940687,0.48689577609779294,-1.4897112890273458,2.1071203401214147,1.4897112890273458
35,True,34.0,4.0,0.09696045767371064,0.1028839056975681,0.07238712392776633,2.6862054427706052,0.44457727421025406,1.7050055316041757,2.3967399185313925,2.1332305193270313,1.3841190441883608,0.5319989956399035,13.502848098061442,-0.2883451872488269,204.66666666666666,0.23333808086054222,0.09133350940234852,1.44621635919488,0.4954080924844623,0.991189904168425,0.455026455026455,-0.991189904168425
36,True,42.0,4.0,0.08386678934254185,0.1135784379651328,0.09559610552608713,1.1762895860136717,0.2689178321014769,1.156501629013727,1.5239449726346572,1.0297525105461511,1.249523027007877,0.5174554148857987,4.636312055823013,-0.3113547378290113,373.0,0.23818792145565273,0.1165187138650548,1.1028391664940866,0.48661912503288346,-0.042886182179808996,1.1457253486738956,0.042886182179808996
37,True,36.0,10.0,0.07127168230627334,0.11806625114346271,0.07303218922233455,1.6579712974679428,0.3509452785649337,1.3805717607769932,1.929680356913688,1.569749401423686,1.3018539344788849,0.5151527199534326,7.543889182184967,-0.2672769121539869,339.3333333333333,0.23901801429418112,0.1113685303079131,1.2707913769126191,0.4845408749731351,0.2813733874946298,0.9894179894179893,-0.2813733874946298
38,True,34.0,5.0,0.056053437877262406,0.10251533671254923,0.07996124231485978,1.7378672308809715,0.3445093900274214,1.358189242668961,1.790722540032842,1.1895447593975275,1.2990119973554755,0.5248564293283695,6.024557014137909,-0.32497922790588885,311.3333333333333,0.246665226238208,0.1220035124213676,1.2056782536247563,0.4954030835314043,0.27741291950610036,0.928265334118656,-0.27741291950610036
39,True,40.0,8.0,0.09077962748937445,0.09384009538091911,0.061008343186659264,1.5470263866967928,0.32143005655502316,1.2896603997071343,1.77076719723476,1.0348694217571783,1.2850014197670354,0.4846063619635421,5.060661403797128,-0.36288207909998293,471.3333333333333,0.23634685160950963,0.17274975302962856,1.1223821651968682,0.4911607073086621,-0.5166095062306111,1.6389916714274793,0.5166095062306111
40,True,46.0,12.0,0.08246810958277072,0.10977335324776173,0.07481185140902477,2.8187135256686324,0.4327361820616287,1.3282646834699607,2.2376635822745365,2.822081079060727,1.3542979635828807,0.4849106054460686,18.341123698158015,-0.2866839100965845,358.0,0.258171388183742,0.13913919637165426,1.3607746735029813,0.4875516418017283,0.2972826100109178,1.0634920634920635,-0.2972826100109178
41,True,26.0,6.0,0.09726591341720432,0.07742103352023658,0.08471043144192217,1.8713517363353187,0.32242998180807525,1.2483986605907664,1.8522173909800195,1.1309226831271906,1.287317462019746,0.527945053011098,6.410621177732619,-0.39979847345929215,479.0,0.25043294785135345,0.18648427668066433,1.1876272651368456,0.491085601395909,-0.5556204754325325,1.743247740569378,0.5556204754325325
42,True,32.0,10.0,0.048833228596764214,0.07070176846938972,0.031926743403958534,1.5050246076586629,0.32112477207658524,1.317685630482334,1.8261373055024874,1.0254908029043903,1.2834948463926836,0.5087841896208204,4.884177639606965,-0.33871574512691405,367.6666666666667,0.2300493320375093,0.13654406747930786,1.1470107435542578,0.48983998805306256,-0.03227259855142228,1.17928334210568,0.03227259855142228
43,True,24.0,5.0,0.06642419705183537,0.061187128413313197,0.0785562803976842,1.6972831941320514,0.30574898637865605,1.2736826406453827,1.6886524349164433,1.0838113071140736,1.2780048239886639,0.534138538187284,6.140651358715854,-0.3826539191048715,509.0,0.22846859233738223,0.18911838999612418,1.1724531555880107,0.49058827916091,-0.6555530953201452,1.8280062509081558,0.6555530953201452
44,True,30.0,4.0,0.08939069518457557,0.11496456777895106,0.050058170760403975,2.688258796904263,0.46696699189625185,1.7823331968133946,2.608953128214362,2.1345826755347406,1.4017452535680814,0.539424136877691,12.532605500264069,-0.2625354547642421,317.6666666666667,0.2415555844968944,0.1222440360124274,1.477886923033068,0.4959425296720193,0.5744477695939145,0.9034391534391535,-0.5744477695939145
45,True,44.0,11.0,0.0742178563607138,0.10141426338764344,0.05731376684196485,2.5977359842108414,0.4332183428052138,1.495965371337791,2.286109050789903,2.6518683210953053,1.3640769190504998,0.4836800040733508,15.869940937927561,-0.3023780860908371,315.0,0.2488422610616019,0.12746288596608657,1.3803978237263563,0.4889708636733896,0.4827845086875392,0.8976133150388171,-0.4827845086875392
46,True,38.0,7.0,0.09575829540126797,0.05626703832263477,0.0924551446004069,1.5391938334558783,0.332454378523885,1.370203797650056,1.8014896298136833,1.1815128009967293,1.2996761763261,0.506308701146161,5.569050693959607,-0.32093249383005246,451.6666666666667,0.2322057610113687,0.14820909366279436,1.186860731416737,0.4875929829316837,-0.2901894414285533,1.4770501728452903,0.2901894414285533
47,False,36.0,12.0,0.0878372638644256,0.14435403601054025,0.08304398317568884,0.32466385324120034,0.09152866020829853,0.5698169749724639,0.7626900563396632,0.4042214262110025,1.115253870640423,0.5156296248104221,1.4350888540668068,-0.24057404370750668,395.3333333333333,0.17521596246719331,0.10948338349237548,0.6613141344198095,0.48872119192575214,-0.5503260772204022,1.2116402116402116,0.5503260772204022
48,True,42.0,6.0,0.0384155942683315,0.09527330973241882,0.034353859618308384,1.218325377524523,0.24208413226048855,1.0132058420574948,1.3949240663097637,1.0344637690044023,1.2222539310741913,0.4866741508500459,5.195257262672226,-0.41426089918193715,530.0,0.2663745147245398,0.18385654720996825,1.046035617075641,0.4905110672878343,-0.9285179273199793,1.9745535443956204,0.9285179273199793
49,False,50.0,13.0,0.08161488881511741,0.08824568569590435,0.06478285690411184,0.28435721531525643,0.07842064452241315,0.5120078886144425,0.7950196397540794,0.5043345713640673,1.10054416126602,0.5072880544163382,1.8324902636043914,-0.2431379907146861,405.3333333333333,0.18305098841961195,0.13694752330327206,0.6961081989071504,0.48567352573351424,-0.5552145524156008,1.2513227513227512,0.5552145524156008
