cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_long_only,param_long_period,param_short_period,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
2.6862054427706052,0.44457727421025406,1.7050055316041757,2.3967399185313925,2.1332305193270313,1.3841190441883608,0.5319989956399035,13.502848098061442,-0.2883451872488269,204.66666666666666,0.23333808086054222,0.09133350940234852,1.44621635919488,0.4954080924844623,True,34.0,4.0,0.09696045767371064,0.1028839056975681,0.07238712392776633
