cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_cci_lower_band,param_cci_period,param_cci_upper_band,param_long_only,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
0.8663242633828784,0.3734379462807223,1.7100283126564484,2.553662230008304,2.0672827602015724,1.3759187553768801,0.5231288071369221,4.8303415351186905,-0.20252239153393617,112.8,0.2029397370915081,0.06389554235773973,1.3935683870336786,0.496262912100313,-90.0,23.0,175.0,True,0.0379249440595984,0.14030288471961933,0.0
