trial,atr_period,atr_threshold,entry_lookback,exit_lookback,long_only,lookback_period,stop_loss_pct,take_profit_pct,trailing_stop_pct,use_atr_filter,portfolio_cumulative_return,portfolio_annualized_return,portfolio_sharpe_ratio,portfolio_sortino_ratio,portfolio_calmar_ratio,portfolio_omega_ratio,portfolio_win_rate,portfolio_recovery_factor,portfolio_max_drawdown,portfolio_drawdown_duration,portfolio_annualized_volatility,portfolio_ulcer_index,portfolio_harmonic_mean,portfolio_signal_accuracy,objective_score,risk_penalty,loss
34,17.0,1.6353584580879628,34.0,10.0,False,41.0,0.07716720198413932,0.08101080401518845,0.05927464329584682,False,2.3969830370001715,0.8874533990846271,2.402116899592039,3.8380062254194494,6.323551818057707,1.5674122570535798,0.557632111558561,16.732751295324267,-0.19130204430889675,87.2,0.262015218054379,0.06575774460026029,1.8039444927271702,0.494365325172725,1.8039444927271702,0.0,-1.8039444927271702
35,7.0,1.1723120872859774,22.0,16.0,False,32.0,0.04751280108437468,0.08659493921620284,0.0,True,1.5309720873232,0.5918407035200328,1.8729387432205034,2.900569274697596,3.24472149409213,1.4233899720848404,0.5450476206553807,8.710425210508987,-0.2299686795183006,157.0,0.24650889511066093,0.084809311377709,1.5629362181263935,0.49237592777846084,1.2970632022533777,0.26587301587301587,-1.2970632022533777
36,13.0,0.6456248812483024,50.0,25.0,True,20.0,0.06647991488807925,0.11731864986152139,0.06753403878662452,False,2.7630333619543657,0.9473597647476005,1.7688355279872148,2.886752038848665,4.3961016267451285,1.4984557341468216,0.3980744408224795,13.127297689448929,-0.23387369589382803,115.6,0.3412384147076547,0.091251880555373,1.3652337342880911,0.4926416971949976,1.2636464327007895,0.10158730158730156,-1.2636464327007895
37,9.0,1.3933662549697872,30.0,6.0,False,27.0,0.06107890121832492,0.12954364121630926,0.0,True,2.7050130316055045,0.949418034106228,2.812319444724902,4.387049040717443,7.04568594024895,1.6637279311953925,0.5777183406922297,19.956315076633963,-0.16322331765007464,83.4,0.22953248997644846,0.05430884407529546,1.9307694158611861,0.49566025599382935,1.9307694158611861,0.0,-1.9307694158611861
38,19.0,0.7488820783244989,40.0,28.0,False,17.0,0.055428031660956785,0.10842322611845147,0.07725691114656348,False,1.5325102053003803,0.6453391124938541,1.7980891762067501,2.960704305374338,4.293349106685575,1.4109002915788738,0.4988642856808926,10.260225376626865,-0.17880395537438815,108.6,0.29714793216914626,0.0676973204799183,1.5237684776042772,0.4890641072384854,1.4499589537947535,0.07380952380952378,-1.4499589537947535
39,15.0,1.3122430977008233,45.0,13.0,True,49.0,0.0735155629702765,0.09705187877781668,0.0,False,3.248972749361463,1.1014077929331538,2.13986354836874,3.4118906291268325,4.8404812379086755,1.547905184853181,0.46138730441678677,14.3866515159421,-0.24712435010488773,112.8,0.32552906778340346,0.08877821172414863,1.5584727465296906,0.5039602227238363,1.4679965560535002,0.09047619047619046,-1.4679965560535002
40,8.0,1.0126478221664144,58.0,7.0,False,25.0,0.04214563017053854,0.12094292739057656,0.05830524477084393,True,4.5793857557807325,1.4375795825860953,2.802572257100945,4.507542513279167,9.548839676629772,1.717780729368398,0.5578686588425718,30.624503999317618,-0.16485316051913584,86.2,0.27489865480635817,0.05962063778749418,1.9412909027856986,0.49799538744296934,1.9412909027856986,0.0,-1.9412909027856986
41,11.0,0.5907637942098455,52.0,17.0,False,41.0,0.05061687343894045,0.10513454340191601,0.0,False,2.8478025005895558,1.0666878569726361,2.4027732390913497,4.0227244651057426,6.926220973989364,1.591956924096113,0.5322341039661176,18.533706406443535,-0.17907929734487296,109.2,0.2986728813307678,0.07080954571954043,1.7803423751936513,0.49944041824708296,1.7041518990031752,0.0761904761904762,-1.7041518990031752
42,10.0,0.8475706305751237,24.0,10.0,False,23.0,0.06262212186798638,0.1000310719612444,0.048203000711528665,False,1.6091268968748094,0.6398132297975873,2.06039508133742,3.277607466443753,3.7988859963712627,1.4695748097255645,0.5627802220805814,9.63681871272156,-0.18602442815058065,111.0,0.24108168262322568,0.06828967517653907,1.6598384289844617,0.49211671917693217,1.5765050956511284,0.08333333333333333,-1.5765050956511284
43,15.0,1.0683144487922083,36.0,5.0,True,29.0,0.0458228442740073,0.08805530074581495,0.0,True,3.276452843878281,1.0559537226709153,2.2530977158357812,3.079468069643,5.283538038214249,1.5707132015845302,0.5152036328793699,17.349335076921616,-0.26555743492889294,123.2,0.2947916275611404,0.09699028584646067,1.669865119098666,0.5027252775389273,1.5381190873526343,0.13174603174603175,-1.5381190873526343
44,17.0,1.5604707928236112,47.0,8.0,False,52.0,0.0696687977750259,0.07610935483001292,0.04471494926972291,False,3.679098469451648,1.245872591564659,2.824477951627704,4.578425914563435,7.967776568897063,1.6952194012398685,0.5602853389412894,23.05324883792389,-0.16417583679402564,72.2,0.2730353227564037,0.05207121150326183,1.9255172821113842,0.5053157729010934,1.9255172821113842,0.0,-1.9255172821113842
45,12.0,0.7183065382976923,43.0,12.0,False,36.0,0.05070721011075585,0.13008966725702045,0.0,False,3.0967011863118166,1.096319252318931,2.5811522297247302,4.533203925309874,6.464038881315514,1.6331139576193727,0.5487449967445894,18.213476434410634,-0.1875216269644986,98.2,0.2820207561590312,0.06767783060854811,1.8448527616718082,0.49808433420384546,1.8123130791321256,0.03253968253968255,-1.8123130791321256
46,13.0,1.4636306694197376,19.0,24.0,False,27.0,0.05531065511166339,0.13877973600413218,0.05086944789709527,True,0.9007135446244117,0.37803731777001237,1.348112152768857,2.0232209053367614,2.527113052748354,1.2794587098509873,0.5155649453168423,6.150325122580552,-0.20126880036622624,147.8,0.23729047219549568,0.08935134664241622,1.3287443532866376,0.48774067395584497,1.0993792739215582,0.2293650793650794,-1.0993792739215582
47,14.0,1.2016099654745405,28.0,10.0,True,31.0,0.06824672458806091,0.12331690324639503,0.0,False,1.7957321287317112,0.7111281865731444,1.7475274949749857,2.1644690068945684,2.764481277037767,1.4496540165012768,0.49911346127178763,7.132236850721121,-0.2973005648605563,133.2,0.3323562336830118,0.1077972016889838,1.4185885018628732,0.5001683860219333,1.247159930434302,0.17142857142857137,-1.247159930434302
48,11.0,1.1086374472140892,54.0,6.0,False,47.0,0.06406448789836275,0.06005806915802215,0.0,False,4.677189870918367,1.4909530584556558,3.0845685005798815,4.916500292009174,10.550053637587933,1.8022579832972283,0.5718886732746338,33.221701410898945,-0.14657058266990655,71.4,0.27008411085967765,0.046457589943688,2.0298181550748855,0.5044525268964168,2.0298181550748855,0.0,-2.0298181550748855
49,11.0,1.8017914079753101,55.0,18.0,False,46.0,0.07129203604958044,0.06211654332199666,0.0,True,3.2787514451608977,1.1467279744536636,2.2945531542991775,3.9652480110812443,8.845481064631374,1.5825303904067352,0.5249453349814702,26.299470645318586,-0.17156787770156318,113.2,0.3127061004758471,0.07244962071679685,1.7772822206413799,0.4901224793970119,1.6852187285778877,0.09206349206349207,-1.6852187285778877
