cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_ci_period,param_long_only,param_macd_fast,param_macd_slow,param_macd_smooth,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct
0.9416901910933365,0.4081362650297386,1.8965561491877452,2.1493814945081393,2.618724995803965,1.4167494566371495,0.6115277332904797,6.042725626857883,-0.19400131848397284,135.4,0.17890168136916784,0.059578170029597144,1.5460072466263042,0.49031510667194683,23.0,True,15.0,31.0,9.0,0.06539896090856778,0.09155244479651982,0.0528891646948976
