cumulative_return,annualized_return,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,win_rate,recovery_factor,max_drawdown,drawdown_duration,annualized_volatility,ulcer_index,harmonic_mean,signal_accuracy,param_breakout_threshold,param_cup_depth_threshold,param_extrema_order,param_handle_depth_threshold,param_max_cup_duration,param_max_handle_duration,param_min_cup_duration,param_min_handle_duration,param_peak_similarity_threshold,param_stop_loss_pct,param_take_profit_pct,param_trailing_stop_pct,param_volume_confirm
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02245009433787281,0.49173550899135554,15.0,0.2526248303036146,65.0,16.0,22.0,6.0,0.15462050307008274,0.048025470486709396,0.1488860638327401,0.05285321228068313,False
